date,countryCode,country,provinceCode,province,cityCode,city,confirmed,suspected,cured,dead
2020-05-04,CN,中国,110000,北京市,110113,顺义区,10,0,0,0
2020-05-04,CN,中国,110000,北京市,110114,昌平区,29,0,1,0
2020-05-04,CN,中国,110000,北京市,110115,大兴区,39,0,16,0
2020-05-04,CN,中国,110000,北京市,110116,怀柔区,7,0,0,0
2020-05-04,CN,中国,110000,北京市,110117,平谷区,0,0,0,0
2020-05-04,CN,中国,110000,北京市,110118,密云区,7,0,0,0
2020-05-04,CN,中国,110000,北京市,110119,延庆区,1,0,0,0
2020-05-04,CN,中国,120000,天津市,,,190,0,186,3
2020-05-04,CN,中国,120000,天津市,1200xy,外地来津,6,0,6,0
2020-05-04,CN,中国,120000,天津市,1200y0,境外输入,54,0,53,0
2020-05-04,CN,中国,120000,天津市,120101,和平区,6,0,6,0
2020-05-04,CN,中国,120000,天津市,120102,河东区,15,0,14,1
2020-05-04,CN,中国,120000,天津市,120103,河西区,4,0,4,0
2020-05-04,CN,中国,120000,天津市,120104,南开区,6,0,6,0
2020-05-04,CN,中国,120000,天津市,120105,河北区,12,0,12,0
2020-05-04,CN,中国,120000,天津市,120106,红桥区,2,0,2,0
2020-05-04,CN,中国,120000,天津市,120110,东丽区,4,0,4,0
2020-05-04,CN,中国,120000,天津市,120111,西青区,4,0,4,0
2020-05-04,CN,中国,120000,天津市,120112,津南区,2,0,2,0
2020-05-04,CN,中国,120000,天津市,120113,北辰区,6,0,6,0
2020-05-04,CN,中国,120000,天津市,120114,武清区,2,0,2,0
2020-05-04,CN,中国,120000,天津市,120115,宝坻区,60,0,58,2
2020-05-04,CN,中国,120000,天津市,120116,滨海新区,3,0,3,0
2020-05-04,CN,中国,120000,天津市,120117,宁河区,4,0,4,0
2020-05-04,CN,中国,120000,天津市,120118,静海区,0,0,0,0
2020-05-04,CN,中国,120000,天津市,120119,蓟州区,0,0,0,0
2020-05-04,CN,中国,130000,河北省,,,328,0,318,6
2020-05-04,CN,中国,130000,河北省,1300y0,境外输入,10,0,6,0
2020-05-04,CN,中国,130000,河北省,130100,石家庄市,29,0,29,0
2020-05-04,CN,中国,130000,河北省,130200,唐山市,58,0,57,1
2020-05-04,CN,中国,130000,河北省,130300,秦皇岛市,10,0,9,1
2020-05-04,CN,中国,130000,河北省,130400,邯郸市,32,0,32,0
2020-05-04,CN,中国,130000,河北省,130500,邢台市,23,0,22,1
2020-05-04,CN,中国,130000,河北省,130600,保定市,32,0,32,0
2020-05-04,CN,中国,130000,河北省,130700,张家口市,41,0,41,0
2020-05-04,CN,中国,130000,河北省,130800,承德市,7,0,7,0
2020-05-04,CN,中国,130000,河北省,130900,沧州市,48,0,45,3
2020-05-04,CN,中国,130000,河北省,131000,廊坊市,30,0,30,0
2020-05-04,CN,中国,130000,河北省,131100,衡水市,8,0,8,0
2020-05-04,CN,中国,140000,山西省,,,198,0,180,0
2020-05-04,CN,中国,140000,山西省,1400y0,境外输入,64,0,47,0
2020-05-04,CN,中国,140000,山西省,140100,太原市,21,0,20,0
2020-05-04,CN,中国,140000,山西省,140200,大同市,12,0,12,0
2020-05-04,CN,中国,140000,山西省,140300,阳泉市,4,0,4,0
2020-05-04,CN,中国,140000,山西省,140400,长治市,8,0,8,0
2020-05-04,CN,中国,140000,山西省,140500,晋城市,10,0,10,0
2020-05-04,CN,中国,140000,山西省,140600,朔州市,8,0,8,0
2020-05-04,CN,中国,140000,山西省,140700,晋中市,37,0,37,0
2020-05-04,CN,中国,140000,山西省,140800,运城市,19,0,19,0
2020-05-04,CN,中国,140000,山西省,140900,忻州市,7,0,7,0
2020-05-04,CN,中国,140000,山西省,141000,临汾市,2,0,2,0
2020-05-04,CN,中国,140000,山西省,141100,吕梁市,6,0,6,0
2020-05-04,CN,中国,150000,内蒙古自治区,,,201,0,156,1
2020-05-04,CN,中国,150000,内蒙古自治区,1500y0,境外输入,124,0,82,0
2020-05-04,CN,中国,150000,内蒙古自治区,150100,呼和浩特市,7,0,7,0
2020-05-04,CN,中国,150000,内蒙古自治区,150200,包头市,11,0,11,0
2020-05-04,CN,中国,150000,内蒙古自治区,150300,乌海市,2,0,2,0
2020-05-04,CN,中国,150000,内蒙古自治区,150400,赤峰市,9,0,9,0
2020-05-04,CN,中国,150000,内蒙古自治区,150500,通辽市,7,0,7,0
2020-05-04,CN,中国,150000,内蒙古自治区,150600,鄂尔多斯市,11,0,11,0
2020-05-04,CN,中国,150000,内蒙古自治区,150700,呼伦贝尔市,9,0,7,0
2020-05-04,CN,中国,150000,内蒙古自治区,150800,巴彦淖尔市,8,0,7,1
2020-05-04,CN,中国,150000,内蒙古自治区,150900,乌兰察布市,3,0,3,0
2020-05-04,CN,中国,150000,内蒙古自治区,152200,兴安盟,1,0,1,0
2020-05-04,CN,中国,150000,内蒙古自治区,152500,锡林郭勒盟,9,0,9,0
2020-05-04,CN,中国,150000,内蒙古自治区,152900,阿拉善盟,0,0,0,0
2020-05-04,CN,中国,210000,辽宁省,,,146,0,144,2
2020-05-04,CN,中国,210000,辽宁省,2100y0,境外输入,21,0,21,0
2020-05-04,CN,中国,210000,辽宁省,210100,沈阳市,28,0,28,0
2020-05-04,CN,中国,210000,辽宁省,210200,大连市,18,0,18,0
2020-05-04,CN,中国,210000,辽宁省,210300,鞍山市,4,0,4,0
2020-05-04,CN,中国,210000,辽宁省,210400,抚顺市,1,0,1,0
2020-05-04,CN,中国,210000,辽宁省,210500,本溪市,3,0,3,0
2020-05-04,CN,中国,210000,辽宁省,210600,丹东市,11,0,11,0
2020-05-04,CN,中国,210000,辽宁省,210700,锦州市,12,0,12,0
2020-05-04,CN,中国,210000,辽宁省,210800,营口市,1,0,1,0
2020-05-04,CN,中国,210000,辽宁省,210900,阜新市,8,0,8,0
2020-05-04,CN,中国,210000,辽宁省,211000,辽阳市,3,0,3,0
2020-05-04,CN,中国,210000,辽宁省,211100,盘锦市,11,0,11,0
2020-05-04,CN,中国,210000,辽宁省,211200,铁岭市,7,0,7,0
2020-05-04,CN,中国,210000,辽宁省,211300,朝阳市,6,0,5,1
2020-05-04,CN,中国,210000,辽宁省,211400,葫芦岛市,12,0,11,1
2020-05-04,CN,中国,220000,吉林省,,,112,0,103,1
2020-05-04,CN,中国,220000,吉林省,136100,公主岭,6,0,6,0
2020-05-04,CN,中国,220000,吉林省,2200y0,境外输入,19,0,11,0
2020-05-04,CN,中国,220000,吉林省,220100,长春市,45,0,45,0
2020-05-04,CN,中国,220000,吉林省,220200,吉林市,5,0,5,0
2020-05-04,CN,中国,220000,吉林省,220300,四平市,15,0,14,1
2020-05-04,CN,中国,220000,吉林省,220400,辽源市,7,0,7,0
2020-05-04,CN,中国,220000,吉林省,220500,通化市,6,0,6,0
2020-05-04,CN,中国,220000,吉林省,220600,白山市,0,0,0,0
2020-05-04,CN,中国,220000,吉林省,220700,松原市,2,0,2,0
2020-05-04,CN,中国,220000,吉林省,220800,白城市,1,0,1,0
2020-05-04,CN,中国,220000,吉林省,220a61,梅河口,1,0,1,0
2020-05-04,CN,中国,220000,吉林省,222400,延边朝鲜族自治州,5,0,5,0
2020-05-04,CN,中国,230000,黑龙江省,,,944,0,657,13
2020-05-04,CN,中国,230000,黑龙江省,2300y0,境外输入,386,0,173,0
2020-05-04,CN,中国,230000,黑龙江省,230100,哈尔滨市,263,0,209,4
2020-05-04,CN,中国,230000,黑龙江省,230200,齐齐哈尔市,43,0,42,1
2020-05-04,CN,中国,230000,黑龙江省,230300,鸡西市,46,0,46,0
2020-05-04,CN,中国,230000,黑龙江省,230400,鹤岗市,5,0,5,0
2020-05-04,CN,中国,230000,黑龙江省,230500,双鸭山市,52,0,49,3
2020-05-04,CN,中国,230000,黑龙江省,230600,大庆市,27,0,25,1
2020-05-04,CN,中国,230000,黑龙江省,230700,伊春市,1,0,1,0
2020-05-04,CN,中国,230000,黑龙江省,230800,佳木斯市,15,0,15,0
2020-05-04,CN,中国,230000,黑龙江省,230900,七台河市,17,0,17,0
2020-05-04,CN,中国,230000,黑龙江省,231000,牡丹江市,25,0,15,0
2020-05-04,CN,中国,230000,黑龙江省,231100,黑河市,14,0,14,0
2020-05-04,CN,中国,230000,黑龙江省,231200,绥化市,47,0,43,4
2020-05-04,CN,中国,230000,黑龙江省,232700,大兴安岭地区,3,0,3,0
2020-05-04,CN,中国,310000,上海市,,,655,0,619,7
2020-05-04,CN,中国,310000,上海市,3100xx,未公布来源,0,0,1,1
2020-05-04,CN,中国,310000,上海市,3100xy,外地来沪,111,0,110,1
2020-05-04,CN,中国,310000,上海市,3100y0,境外输入,316,0,287,0
2020-05-04,CN,中国,310000,上海市,310101,黄浦区,6,0,5,1
2020-05-04,CN,中国,310000,上海市,310104,徐汇区,18,0,17,1
2020-05-04,CN,中国,310000,上海市,310105,长宁区,13,0,13,0
2020-05-04,CN,中国,310000,上海市,310106,静安区,16,0,15,1
2020-05-04,CN,中国,310000,上海市,310107,普陀区,11,0,11,0
2020-05-04,CN,中国,310000,上海市,310109,虹口区,7,0,7,0
2020-05-04,CN,中国,310000,上海市,310110,杨浦区,9,0,9,0
2020-05-04,CN,中国,310000,上海市,310112,闵行区,19,0,19,0
2020-05-04,CN,中国,310000,上海市,310113,宝山区,22,0,20,1
2020-05-04,CN,中国,310000,上海市,310114,嘉定区,9,0,7,1
2020-05-04,CN,中国,310000,上海市,310115,浦东新区,61,0,61,0
2020-05-04,CN,中国,310000,上海市,310116,金山区,4,0,4,0
2020-05-04,CN,中国,310000,上海市,310117,松江区,14,0,14,0
2020-05-04,CN,中国,310000,上海市,310118,青浦区,6,0,6,0
2020-05-04,CN,中国,310000,上海市,310120,奉贤区,9,0,9,0
2020-05-04,CN,中国,310000,上海市,310151,崇明区,4,0,4,0
2020-05-04,CN,中国,320000,江苏省,,,653,0,650,0
2020-05-04,CN,中国,320000,江苏省,3200y0,境外输入,22,0,19,0
2020-05-04,CN,中国,320000,江苏省,320100,南京市,93,0,93,0
2020-05-04,CN,中国,320000,江苏省,320200,无锡市,55,0,55,0
2020-05-04,CN,中国,320000,江苏省,320300,徐州市,79,0,79,0
2020-05-04,CN,中国,320000,江苏省,320400,常州市,51,0,51,0
2020-05-04,CN,中国,320000,江苏省,320500,苏州市,87,0,87,0
2020-05-04,CN,中国,320000,江苏省,320600,南通市,40,0,40,0
2020-05-04,CN,中国,320000,江苏省,320700,连云港市,48,0,48,0
2020-05-04,CN,中国,320000,江苏省,320800,淮安市,66,0,66,0
2020-05-04,CN,中国,320000,江苏省,320900,盐城市,27,0,27,0
2020-05-04,CN,中国,320000,江苏省,321000,扬州市,23,0,23,0
2020-05-04,CN,中国,320000,江苏省,321100,镇江市,12,0,12,0
2020-05-04,CN,中国,320000,江苏省,321200,泰州市,37,0,37,0
2020-05-04,CN,中国,320000,江苏省,321300,宿迁市,13,0,13,0
2020-05-04,CN,中国,330000,浙江省,,,1268,0,1265,1
2020-05-04,CN,中国,330000,浙江省,3300y0,省十里丰监狱,36,0,36,0
2020-05-04,CN,中国,330000,浙江省,3300y1,境外输入,50,0,48,0
2020-05-04,CN,中国,330000,浙江省,3300y2,划归外省,0,0,0,0
2020-05-04,CN,中国,330000,浙江省,330100,杭州市,181,0,181,0
2020-05-04,CN,中国,330000,浙江省,330200,宁波市,157,0,157,0
2020-05-04,CN,中国,330000,浙江省,330300,温州市,504,0,503,1
2020-05-04,CN,中国,330000,浙江省,330400,嘉兴市,46,0,46,0
2020-05-04,CN,中国,330000,浙江省,330500,湖州市,10,0,10,0
2020-05-04,CN,中国,330000,浙江省,330600,绍兴市,42,0,42,0
2020-05-04,CN,中国,330000,浙江省,330700,金华市,55,0,55,0
2020-05-04,CN,中国,330000,浙江省,330800,衢州市,14,0,14,0
2020-05-04,CN,中国,330000,浙江省,330900,舟山市,10,0,10,0
2020-05-04,CN,中国,330000,浙江省,331000,台州市,146,0,146,0
2020-05-04,CN,中国,330000,浙江省,331100,丽水市,17,0,17,0
2020-05-04,CN,中国,340000,安徽省,,,991,0,985,6
2020-05-04,CN,中国,340000,安徽省,3400y0,境外输入,1,0,1,0
2020-05-04,CN,中国,340000,安徽省,340100,合肥市,174,0,173,1
2020-05-04,CN,中国,340000,安徽省,340200,芜湖市,34,0,34,0
2020-05-04,CN,中国,340000,安徽省,340300,蚌埠市,160,0,155,5
2020-05-04,CN,中国,340000,安徽省,340400,淮南市,27,0,27,0
2020-05-04,CN,中国,340000,安徽省,340500,马鞍山市,38,0,38,0
2020-05-04,CN,中国,340000,安徽省,340600,淮北市,27,0,27,0
2020-05-04,CN,中国,340000,安徽省,340700,铜陵市,29,0,29,0
2020-05-04,CN,中国,340000,安徽省,340800,安庆市,83,0,83,0
2020-05-04,CN,中国,340000,安徽省,341000,黄山市,9,0,9,0
2020-05-04,CN,中国,340000,安徽省,341100,滁州市,13,0,13,0
2020-05-04,CN,中国,340000,安徽省,341200,阜阳市,155,0,155,0
2020-05-04,CN,中国,340000,安徽省,341300,宿州市,41,0,41,0
2020-05-04,CN,中国,340000,安徽省,341500,六安市,69,0,69,0
2020-05-04,CN,中国,340000,安徽省,341600,亳州市,108,0,108,0
2020-05-04,CN,中国,340000,安徽省,341700,池州市,17,0,17,0
2020-05-04,CN,中国,340000,安徽省,341800,宣城市,6,0,6,0
2020-05-04,CN,中国,350000,福建省,,,356,0,353,1
2020-05-04,CN,中国,350000,福建省,3500y0,境外输入,60,0,58,0
2020-05-04,CN,中国,350000,福建省,350100,福州市,72,0,71,1
2020-05-04,CN,中国,350000,福建省,350200,厦门市,35,0,35,0
2020-05-04,CN,中国,350000,福建省,350300,莆田市,56,0,56,0
2020-05-04,CN,中国,350000,福建省,350400,三明市,14,0,14,0
2020-05-04,CN,中国,350000,福建省,350500,泉州市,47,0,47,0
2020-05-04,CN,中国,350000,福建省,350600,漳州市,20,0,20,0
2020-05-04,CN,中国,350000,福建省,350700,南平市,20,0,20,0
2020-05-04,CN,中国,350000,福建省,350800,龙岩市,6,0,6,0
2020-05-04,CN,中国,350000,福建省,350900,宁德市,26,0,26,0
2020-05-04,CN,中国,360000,江西省,,,937,0,936,1
2020-05-04,CN,中国,360000,江西省,3600db,赣江新区,1,0,1,0
2020-05-04,CN,中国,360000,江西省,3600y0,境外输入,2,0,2,0
2020-05-04,CN,中国,360000,江西省,360100,南昌市,230,0,230,0
2020-05-04,CN,中国,360000,江西省,360200,景德镇市,6,0,6,0
2020-05-04,CN,中国,360000,江西省,360300,萍乡市,33,0,33,0
2020-05-04,CN,中国,360000,江西省,360400,九江市,118,0,118,0
2020-05-04,CN,中国,360000,江西省,360500,新余市,130,0,130,0
2020-05-04,CN,中国,360000,江西省,360600,鹰潭市,18,0,18,0
2020-05-04,CN,中国,360000,江西省,360700,赣州市,76,0,75,1
2020-05-04,CN,中国,360000,江西省,360800,吉安市,22,0,22,0
2020-05-04,CN,中国,360000,江西省,360900,宜春市,106,0,106,0
2020-05-04,CN,中国,360000,江西省,361000,抚州市,72,0,72,0
2020-05-04,CN,中国,360000,江西省,361100,上饶市,123,0,123,0
2020-05-04,CN,中国,370000,山东省,,,788,0,773,7
2020-05-04,CN,中国,370000,山东省,3700y0,境外输入,25,0,21,0
2020-05-04,CN,中国,370000,山东省,370100,济南市,47,0,47,0
2020-05-04,CN,中国,370000,山东省,370200,青岛市,65,0,60,1
2020-05-04,CN,中国,370000,山东省,370300,淄博市,30,0,29,1
2020-05-04,CN,中国,370000,山东省,370400,枣庄市,24,0,24,0
2020-05-04,CN,中国,370000,山东省,370500,东营市,0,0,0,0
2020-05-04,CN,中国,370000,山东省,370600,烟台市,47,0,47,0
2020-05-04,CN,中国,370000,山东省,370700,潍坊市,44,0,44,0
2020-05-04,CN,中国,370000,山东省,370800,济宁市,260,0,260,0
2020-05-04,CN,中国,370000,山东省,370900,泰安市,35,0,33,2
2020-05-04,CN,中国,370000,山东省,371000,威海市,38,0,37,1
2020-05-04,CN,中国,370000,山东省,371100,日照市,16,0,16,0
2020-05-04,CN,中国,370000,山东省,371300,临沂市,49,0,49,0
2020-05-04,CN,中国,370000,山东省,371400,德州市,37,0,35,2
2020-05-04,CN,中国,370000,山东省,371500,聊城市,38,0,38,0
2020-05-04,CN,中国,370000,山东省,371600,滨州市,15,0,15,0
2020-05-04,CN,中国,370000,山东省,371700,菏泽市,18,0,18,0
2020-05-04,CN,中国,410000,河南省,,,1276,0,1254,22
2020-05-04,CN,中国,410000,河南省,4100y0,境外输入,3,0,3,0
2020-05-04,CN,中国,410000,河南省,410100,郑州市,157,0,152,5
2020-05-04,CN,中国,410000,河南省,410200,开封市,26,0,26,0
2020-05-04,CN,中国,410000,河南省,410300,洛阳市,31,0,30,1
2020-05-04,CN,中国,410000,河南省,410400,平顶山市,58,0,57,1
2020-05-04,CN,中国,410000,河南省,410500,安阳市,53,0,53,0
2020-05-04,CN,中国,410000,河南省,410600,鹤壁市,19,0,19,0
2020-05-04,CN,中国,410000,河南省,410700,新乡市,57,0,54,3
2020-05-04,CN,中国,410000,河南省,410800,焦作市,32,0,31,1
2020-05-04,CN,中国,410000,河南省,410900,濮阳市,17,0,17,0
2020-05-04,CN,中国,410000,河南省,411000,许昌市,39,0,38,1
2020-05-04,CN,中国,410000,河南省,411100,漯河市,36,0,36,0
2020-05-04,CN,中国,410000,河南省,411200,三门峡市,7,0,6,1
2020-05-04,CN,中国,410000,河南省,411300,南阳市,156,0,153,3
2020-05-04,CN,中国,410000,河南省,411400,商丘市,91,0,88,3
2020-05-04,CN,中国,410000,河南省,411500,信阳市,274,0,272,2
2020-05-04,CN,中国,410000,河南省,411600,周口市,76,0,75,1
2020-05-04,CN,中国,410000,河南省,411700,驻马店市,139,0,139,0
2020-05-04,CN,中国,410000,河南省,419001,济源市,5,0,5,0
2020-05-04,CN,中国,420000,湖北省,,,68128,0,63616,4512
2020-05-04,CN,中国,420000,湖北省,4200y0,监狱系统,0,0,0,0
2020-05-04,CN,中国,420000,湖北省,4200y1,境外输入,0,0,0,0
2020-05-04,CN,中国,420000,湖北省,420100,武汉市,50333,0,46464,3869
2020-05-04,CN,中国,420000,湖北省,420200,黄石市,1015,0,976,39
2020-05-04,CN,中国,420000,湖北省,420300,十堰市,672,0,664,8
2020-05-04,CN,中国,420000,湖北省,420500,宜昌市,931,0,894,37
2020-05-04,CN,中国,420000,湖北省,420600,襄阳市,1175,0,1135,40
2020-05-04,CN,中国,420000,湖北省,420700,鄂州市,1394,0,1335,59
2020-05-04,CN,中国,420000,湖北省,420800,荆门市,928,0,887,41
2020-05-04,CN,中国,420000,湖北省,420900,孝感市,3518,0,3389,129
2020-05-04,CN,中国,420000,湖北省,421000,荆州市,1580,0,1528,52
2020-05-04,CN,中国,420000,湖北省,421100,黄冈市,2907,0,2782,125
2020-05-04,CN,中国,420000,湖北省,421200,咸宁市,836,0,821,15
2020-05-04,CN,中国,420000,湖北省,421300,随州市,1307,0,1262,45
2020-05-04,CN,中国,420000,湖北省,422800,恩施土家族苗族自治州,252,0,245,7
2020-05-04,CN,中国,420000,湖北省,429004,仙桃市,575,0,553,22
2020-05-04,CN,中国,420000,湖北省,429005,潜江市,198,0,189,9
2020-05-04,CN,中国,420000,湖北省,429006,天门市,496,0,481,15
2020-05-04,CN,中国,420000,湖北省,429021,神农架林区,11,0,11,0
2020-05-04,CN,中国,430000,湖南省,,,1019,0,1015,4
2020-05-04,CN,中国,430000,湖南省,4300y0,境外输入,1,0,1,0
2020-05-04,CN,中国,430000,湖南省,430100,长沙市,242,0,240,2
2020-05-04,CN,中国,430000,湖南省,430200,株洲市,80,0,80,0
2020-05-04,CN,中国,430000,湖南省,430300,湘潭市,36,0,36,0
2020-05-04,CN,中国,430000,湖南省,430400,衡阳市,48,0,48,0
2020-05-04,CN,中国,430000,湖南省,430500,邵阳市,102,0,101,1
2020-05-04,CN,中国,430000,湖南省,430600,岳阳市,156,0,155,1
2020-05-04,CN,中国,430000,湖南省,430700,常德市,82,0,82,0
2020-05-04,CN,中国,430000,湖南省,430800,张家界市,5,0,5,0
2020-05-04,CN,中国,430000,湖南省,430900,益阳市,60,0,60,0
2020-05-04,CN,中国,430000,湖南省,431000,郴州市,39,0,39,0
2020-05-04,CN,中国,430000,湖南省,431100,永州市,44,0,44,0
2020-05-04,CN,中国,430000,湖南省,431200,怀化市,40,0,40,0
2020-05-04,CN,中国,430000,湖南省,431300,娄底市,76,0,76,0
2020-05-04,CN,中国,430000,湖南省,433100,湘西土家族苗族自治州,8,0,8,0
2020-05-04,CN,中国,440000,广东省,,,1588,0,1569,8
2020-05-04,CN,中国,440000,广东省,4400y0,境外输入,0,0,0,0
2020-05-04,CN,中国,440000,广东省,440100,广州市,504,0,498,1
2020-05-04,CN,中国,440000,广东省,440200,韶关市,10,0,9,1
2020-05-04,CN,中国,440000,广东省,440300,深圳市,462,0,456,3
2020-05-04,CN,中国,440000,广东省,440400,珠海市,103,0,102,1
2020-05-04,CN,中国,440000,广东省,440500,汕头市,26,0,26,0
2020-05-04,CN,中国,440000,广东省,440600,佛山市,100,0,97,0
2020-05-04,CN,中国,440000,广东省,440700,江门市,24,0,24,0
2020-05-04,CN,中国,440000,广东省,440800,湛江市,24,0,24,0
2020-05-04,CN,中国,440000,广东省,440900,茂名市,14,0,14,0
2020-05-04,CN,中国,440000,广东省,441200,肇庆市,20,0,19,1
2020-05-04,CN,中国,440000,广东省,441300,惠州市,62,0,62,0
2020-05-04,CN,中国,440000,广东省,441400,梅州市,17,0,17,0
2020-05-04,CN,中国,440000,广东省,441500,汕尾市,5,0,5,0
2020-05-04,CN,中国,440000,广东省,441600,河源市,5,0,5,0
2020-05-04,CN,中国,440000,广东省,441700,阳江市,14,0,14,0
2020-05-04,CN,中国,440000,广东省,441800,清远市,12,0,12,0
2020-05-04,CN,中国,440000,广东省,441900,东莞市,100,0,99,1
2020-05-04,CN,中国,440000,广东省,442000,中山市,69,0,69,0
2020-05-04,CN,中国,440000,广东省,445100,潮州市,6,0,6,0
2020-05-04,CN,中国,440000,广东省,445200,揭阳市,11,0,11,0
2020-05-04,CN,中国,440000,广东省,445300,云浮市,0,0,0,0
2020-05-04,CN,中国,450000,广西壮族自治区,,,254,0,252,2
2020-05-04,CN,中国,450000,广西壮族自治区,4500y0,境外输入,2,0,2,0
2020-05-04,CN,中国,450000,广西壮族自治区,450100,南宁市,55,0,55,0
2020-05-04,CN,中国,450000,广西壮族自治区,450200,柳州市,24,0,24,0
2020-05-04,CN,中国,450000,广西壮族自治区,450300,桂林市,32,0,32,0
2020-05-04,CN,中国,450000,广西壮族自治区,450400,梧州市,5,0,5,0
2020-05-04,CN,中国,450000,广西壮族自治区,450500,北海市,44,0,43,1
2020-05-04,CN,中国,450000,广西壮族自治区,450600,防城港市,19,0,19,0
2020-05-04,CN,中国,450000,广西壮族自治区,450700,钦州市,8,0,8,0
2020-05-04,CN,中国,450000,广西壮族自治区,450800,贵港市,8,0,8,0
2020-05-04,CN,中国,450000,广西壮族自治区,450900,玉林市,11,0,11,0
2020-05-04,CN,中国,450000,广西壮族自治区,451000,百色市,3,0,3,0
2020-05-04,CN,中国,450000,广西壮族自治区,451100,贺州市,4,0,4,0
2020-05-04,CN,中国,450000,广西壮族自治区,451200,河池市,28,0,27,1
2020-05-04,CN,中国,450000,广西壮族自治区,451300,来宾市,11,0,11,0
2020-05-04,CN,中国,450000,广西壮族自治区,451400,崇左市,0,0,0,0
2020-05-04,CN,中国,460000,海南省,,,168,0,162,6
2020-05-04,CN,中国,460000,海南省,4600y0,境外输入,0,0,0,0
2020-05-04,CN,中国,460000,海南省,460100,海口市,39,0,39,0
2020-05-04,CN,中国,460000,海南省,460200,三亚市,54,0,53,1
2020-05-04,CN,中国,460000,海南省,460300,三沙市,0,0,0,0
2020-05-04,CN,中国,460000,海南省,460400,儋州市,15,0,14,1
